"PATH","TRACKING_STATE","FIRST_OBSERVED_CONTEXT","LIKELY_WORKSTREAM","RELATED_WOP","RELATED_GATE","RELATED_MISSION","RELATED_EVIDENCE","RELATED_COMPLETION_REPORT","RELATED_PUBLICATION_MANIFEST","RELATED_COMMIT_HISTORY","CURRENT_AUTHORITATIVE_OWNER","CONTENT_UNIQUE","REPRODUCIBLE","SUPERSEDED_BY","VALIDATION_STATE","PROPOSED_DISPOSITION","RATIONALE"
"scripts/lib/emp/wop_packaging.py","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"scripts/lib/emp/wop_schema.py","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"scripts/lib/eos/convergence_runtime.py","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"scripts/tests/test-convergence-runtime.py","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"scripts/tests/test-wop-admission.py","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"scripts/tests/test-wop-submission-authority-convergence.py","untracked_regular","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"scripts/tests/test-zeus-development-mode-recovery.py","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"scripts/tests/test-zeus-p5-g5-execution-start.py","tracked_modified","pre-existing dirty work recorded in candidate STARTING-BASELINE","P5-G5 execution-start projection follow-on","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/{p5-g5-execution-start-foundation-completion-report.md,p5-g5-post-publication-execution-start-provenance-reconciliation-completion-report.md}","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"scripts/tests/test-zeus-p5-g6-codex-adapter.py","tracked_modified","current starting snapshot; qualified candidate manifest","WOP submission authority convergence","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/{COMPLETION-REPORT.md,PUBLICATION-CANDIDATE-MANIFEST.md,VALIDATION-OUTPUT.md}","completion/evidence record","engineering/evidence/2026-08-07-wop-submission-authority-convergence-001/PUBLICATION-CANDIDATE-MANIFEST.md","HEAD e7e77eb; file history and reflog checked","WOP submission authority convergence candidate","YES","NO","","not superseded","focused qualification PASS; full validation failures classified in candidate evidence","publish in exact authority-convergence candidate commit","Exact manifest path; overlap files require hunk review"
"scripts/validate_controlled_documents.py","tracked_modified","pre-existing dirty work recorded in candidate STARTING-BASELINE","Controlled-document validator coverage follow-on","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/OPERATION-BETA-INDEPENDENT-MISSION-AUTHORITY-AND-CONTROLLED-DOCUMENT-RECONCILIATION.md + prior validator candidate record","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"scripts/zeus","tracked_modified","pre-existing dirty work recorded in candidate STARTING-BASELINE","Zeus CLI lifecycle/package integration follow-on","Operation Beta / applicable Zeus boundary","Operation Beta / Zeus development","engineering/evidence/operation-beta/{CANONICAL-WOP-ZEUS-STAGE1-INTEGRATION-CORRECTIVE.md,legacy-pre-mission-contract-lifecycle-reconciliation-001/COMPLETION-REPORT.md,WOP-MANAGED-HANDOFF-CONVERGENCE-ASSESSMENT.md}","completion/evidence record","owning evidence record","HEAD e7e77eb; file history and reflog checked","owning Operation Beta follow-on/planning workstream","YES","NO","","not superseded","known read-only/planning evidence; explicit implementation/publication pending or awaiting operator review","preserve outside authority-convergence publication; route through owning WOP/review lifecycle","Explicit no-publication/awaiting-review boundary; preserve unique work"
"engineering/evidence/working-tree-reconciliation-2026-08-07/WORKING-TREE-INVENTORY.md","untracked_created_by_reconciliation","created after immutable starting snapshot in Phase 8","working-tree provenance reconciliation","repository publication boundary","cleanup/reconciliation transaction","engineering/evidence/working-tree-reconciliation-2026-08-07/WORKING-TREE-INVENTORY.md","this reconciliation package","this reconciliation package","created in current transaction","reconciliation record owner","YES","NO","","","created and internally cross-referenced","publish as separate bounded reconciliation record","Not part of initial counts; added by required Phase 8 record"
"engineering/evidence/working-tree-reconciliation-2026-08-07/PATH-DISPOSITION.csv","untracked_created_by_reconciliation","created after immutable starting snapshot in Phase 8","working-tree provenance reconciliation","repository publication boundary","cleanup/reconciliation transaction","engineering/evidence/working-tree-reconciliation-2026-08-07/PATH-DISPOSITION.csv","this reconciliation package","this reconciliation package","created in current transaction","reconciliation record owner","YES","NO","","","created and internally cross-referenced","publish as separate bounded reconciliation record","Not part of initial counts; added by required Phase 8 record"
"engineering/evidence/working-tree-reconciliation-2026-08-07/PUBLICATION-GROUPS.md","untracked_created_by_reconciliation","created after immutable starting snapshot in Phase 8","working-tree provenance reconciliation","repository publication boundary","cleanup/reconciliation transaction","engineering/evidence/working-tree-reconciliation-2026-08-07/PUBLICATION-GROUPS.md","this reconciliation package","this reconciliation package","created in current transaction","reconciliation record owner","YES","NO","","","created and internally cross-referenced","publish as separate bounded reconciliation record","Not part of initial counts; added by required Phase 8 record"
"engineering/evidence/working-tree-reconciliation-2026-08-07/REMOVAL-CANDIDATES.md","untracked_created_by_reconciliation","created after immutable starting snapshot in Phase 8","working-tree provenance reconciliation","repository publication boundary","cleanup/reconciliation transaction","engineering/evidence/working-tree-reconciliation-2026-08-07/REMOVAL-CANDIDATES.md","this reconciliation package","this reconciliation package","created in current transaction","reconciliation record owner","YES","NO","","","created and internally cross-referenced","publish as separate bounded reconciliation record","Not part of initial counts; added by required Phase 8 record"
"engineering/evidence/working-tree-reconciliation-2026-08-07/RECONCILIATION-PLAN.md","untracked_created_by_reconciliation","created after immutable starting snapshot in Phase 8","working-tree provenance reconciliation","repository publication boundary","cleanup/reconciliation transaction","engineering/evidence/working-tree-reconciliation-2026-08-07/RECONCILIATION-PLAN.md","this reconciliation package","this reconciliation package","created in current transaction","reconciliation record owner","YES","NO","","","created and internally cross-referenced","publish as separate bounded reconciliation record","Not part of initial counts; added by required Phase 8 record"
